id	Term	Description	Source	XRef	Comment (source)	Comment (SCDO)	Exact Syn	Broad Syn	Related Syn	Narrow Syn
SCDO:0000319	D57.211 Sickle-cell/Hb-C disease with acute chest syndrome	'refer to http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.211 [Curator team: []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.211	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.211			D57.211			
SCDO:0000320	D57.212 Sickle-cell/Hb-C disease with splenic sequestration	'Refer to http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.212 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.212	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.212			D57.212			
SCDO:0000321	"D57.219 Sickle-cell/Hb-C disease with crisis, unspecified"	'Refer to http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.219 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.219	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.219			D57.219			
SCDO:0000322	D57.3 Sickle-cell trait	'The condition of being heterozygous for hemoglobin s. [Curator team: []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.3				D57.3			
SCDO:0000323	D57.41 Sickle-cell thalassemia	'Refer to http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.41 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.4	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.41			D57.4			
SCDO:0000324	D57.40 Sickle-cell thalassemia without crisis	"'Hemolytic anemia, in which patients are heterozygous for both the sickle cell gene and a thalassemia gene. [Curator team: []]'"	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.40				D57.40			
SCDO:0000325	D57.41 Sickle-cell thalassemia with crisis	''	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.41				D57.41			
SCDO:0000326	D57.411 Sickle-cell thalassemia with acute chest syndrome	''	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.411				D57.411			
SCDO:0000327	D57.412 Sickle-cell thalassemia with splenic sequestration	'Refer to http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.412 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.412	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.412			D57.412			
SCDO:0000328	"D57.419 Sickle-cell thalassemia with crisis, unspecified"	'Refer to http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.419 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.419	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.419			D57.419			
SCDO:0000329	D57.8 Other sickle-cell disorders	'Refer to: http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.8 [Curator team: []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.8				D57.8			
SCDO:0000329	D57.8 Other sickle-cell disorders		http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.8							
SCDO:0000330	D57.80 Other sickle-cell disorders without crisis	'Refer to: http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.80 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.80				D57.80			
SCDO:0000330	D57.80 Other sickle-cell disorders without crisis		http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.80							
SCDO:0000331	D57.81 Other sickle-cell disorders with crisis	'Refer to: http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.81 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.81				D57.81			
SCDO:0000331	D57.81 Other sickle-cell disorders with crisis		http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.81							
SCDO:0000332	D57.811 Other sickle-cell disorders with acute chest syndrome	'Refer to: http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.811 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.811				D57.811			
SCDO:0000332	D57.811 Other sickle-cell disorders with acute chest syndrome		http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.811							
SCDO:0000333	D57.812 Other sickle-cell disorders with splenic sequestration	'Refer to: http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.812 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.812				D57.812			
SCDO:0000333	D57.812 Other sickle-cell disorders with splenic sequestration		http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.812							
SCDO:0000334	"D57.819 Other sickle-cell disorders with crisis, unspecified"	'Refer to: http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.819 [Curator team: Exact []]'	http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.819				D57.819			
SCDO:0000334	"D57.819 Other sickle-cell disorders with crisis, unspecified"		http://www.icd10data.com/ICD10CM/Codes/D50-D89/D55-D59/D57-/D57.819							
SCDO:0000338	Protein Molecule	"'Protein molecule are large, complex molecules that play many critical roles in the body. They do most of the work in cells and are required for the structure, function, and regulation of the body\xe2\x80\x99s tissues and organs. [Curator team: []]'"		https://ghr.nlm.nih.gov/primer/howgeneswork/protein						
SCDO:0000338	Protein Molecule									
SCDO:0000342	Delayed Puberty	'Immaturity of the sexual organs at a given age. [Curator team: []]'	http://purl.obolibrary.org/obo/MP_0001938	HP:0000823		"This term replaced ""Delayed Sexual Maturation"" in QoL."	Delayed Development of Secondary Sex Characteristics			
SCDO:0000342	Delayed Puberty			MP:0001938			Delayed Onset of Sexual Maturity			
SCDO:0000342	Delayed Puberty						Delayed Pubertal Development			
SCDO:0000342	Delayed Puberty						Delayed Sexual Maturation			
SCDO:0000342	Delayed Puberty						Delayed Sexual Maturity			
SCDO:0000342	Delayed Puberty						Pubertal Delay			
SCDO:0000343	Delta Beta Thalassaemia	'Delta-beta-thalassemia is a form of beta-thalassemia characterized by decreased or absent synthesis of the delta- and beta-globin chains with a compensatory increase in expression of fetal gamma-chain synthesis. [Curator team: []]'	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=231237				F thalassaemia			
SCDO:0000344	Delta Thalassaemia	"'A hereditary disorder characterized by reduced or absent delta-globin thus effecting the level of hemoglobin A2, a minor component of adult hemoglobin monitored in the diagnosis of beta-thalassemia. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D055538	MESH:D055538			Delta Thalassaemias			
SCDO:0000344	Delta Thalassaemia						Delta-Thalassaemia			
SCDO:0000344	Delta Thalassaemia						Delta-Thalassaemias			
SCDO:0000345	Dementia	"'A loss of global cognitive ability of sufficient amount to interfere with normal social or occupational function. Dementia represents a loss of previously present cognitive abilities, generally in adults, and can affect memory, thinking, language, judgment, and behavior. [Curator team: []]'"		HP:0000726		Check and show which source was used for the description and whether the description was adapted from the source. -- Provide source for additional info.	Dementia Progressive			
SCDO:0000345	Dementia			DOID:1307			Progressive Dementia			
SCDO:0000345	Dementia			HP:0000726						
SCDO:0000346	Dengue Fever	"'An acute febrile disease transmitted by the bite of AEDES mosquitoes infected with DENGUE VIRUS. It is self-limiting and characterized by fever, myalgia, headache, and rash. SEVERE DENGUE is a more virulent form of dengue. [Curator team: []]'"	http://purl.bioontology.org/ontology/MESH/D003715	MeSH:D003715			Break Bone Fever			
SCDO:0000346	Dengue Fever						Break-Bone fever			
SCDO:0000346	Dengue Fever						Breakbone Fever			
SCDO:0000346	Dengue Fever						Dengue			
SCDO:0000347	Dental System	"'The system pertaining to teeth, oral cavity, and associated structures. [Curator team: []]'"	http://medical-dictionary.thefreedictionary.com/dentistry							
SCDO:0000360	Depression	"A common mental disorder, characterized by sadness, hopelessness, loss of interest or pleasure, feelings of guilt or low self-worth, disturbed sleep or appetite, feelings of tiredness, and poor concentration. Depression can be long-lasting or recurrent, substantially impairing an individual's ability to function at work or school or cope with daily life. [Curator team: []]"	http://www.who.int/topics/depression/en/				Depressive Symptoms			
SCDO:0000360	Depression						Low Mood			
SCDO:0000360	Depression									
SCDO:0000365	Dexterity	"'Skill in performing tasks, especially with the hands. [Curator team: []]'"	http://en.oxforddictionaries.com/definition/dexterity							
SCDO:0000366	Diabetes Insipidus	'A state of excessive water excretion and hypotonic (dilute) polyuria. Diabetes insipidus may be due to failure of vasopressin (AVP) release (central or neurogenic diabetes insipidus) or to a failure of the kidney to respond to AVP (nephrogenic diabetes insipidus). [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0000873	HP:0000873						
SCDO:0000366	Diabetes Insipidus			DOID:9409						
SCDO:0000366	Diabetes Insipidus			HP:0000873						
SCDO:0000367	Diabetes Mellitus	'A group of abnormalities characterized by hyperglycemia and glucose intolerance. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0000819	HP:0000819						
SCDO:0000367	Diabetes Mellitus			DOID:9351						
SCDO:0000367	Diabetes Mellitus			HP:0000819						
SCDO:0000369	Diabetic Ketoacidosis	'A type of diabetic metabolic abnormality with an accumulation of ketone bodies. [Curator team: []]'	http://purl.obolibrary.org/obo/HP_0001953	HP:0001953		"Should this term not be below Diabetes Mellitus (DM)? And also included below DM below ""Comorbid Disease""? -- Probably not caused by DM, as it is classified as a type of DM?"	Diabetic Ketosis			
SCDO:0000369	Diabetic Ketoacidosis			DOID:1837						
SCDO:0000369	Diabetic Ketoacidosis			HP:0001953						
SCDO:0000376	Diagnostic Device	'A medical device used to diagnose medical conditions. [Curator team: []]'	http://purl.obolibrary.org/obo/ERO_0001448	ERO:0001448						
SCDO:0000379	Diagnostics	"'Diagnostic tools (including the instruments, laboratory assays and methods of patient examination) used for differential diagnosis, the measurements obtained using these tools, and the diagnostic devices used in obtaining the measurements. [Curator team: []]'"								
SCDO:0000380	Diclofenac	'A non-steroidal anti-inflammatory agent (NSAID) with antipyretic and analgesic actions. It is primarily available as the sodium salt. [Curator team: []]'	http://www.drugbank.ca/drugs/DB00586	DB00586			"2-((2,6-dichlorophenyl)amino)benzeneacetic acid"			
